month,Addiction,ADHD,Alcoholism,Aleppo,Amazon rainforest,Anger management,Anorexia,Anxiety,Australia fires,Bahamas,Bees,Beirut,Bipolar,Black Lives Matter,BPD,Breakup,Bulimia,Cancer,Climate change,Coronavirus,Depression,Eating disorder,Flint Michigan,Flood,Fort McMurray,Grief,Haiti,Hoarding,Homelessness,Houston,Hurricane Harvey,India,Kerala,Las Vegas,Louisiana,Mental illness,Migrant children,Narcissism,Nepal,OCD,Orlando,Palestine,Panic attack,Paris,Poverty,PTSD,Puerto Rico,Quitting smoking,Rape,Refugee,Schizophrenia,Seizure,Self harm,Self-esteem,"Shortness of breath, covid",Standing Rock,Sudan,Suicidal ideation,Syria,Texas,Wildfire,Yemen
Jan 2019,71.08,82.42,75.53,0.00,0.00,6.87,55.26,24.03,0.00,0.00,12.04,0.00,34.33,0.00,48.07,68.53,46.39,39.72,#DIV/0!,0.00,95.08,4.58,0.00,1.78,0.00,54.33,0.00,42.78,69.71,1.85,0.00,3.43,0.00,6.02,3.14,74.88,1.09,20.69,1.34,27.20,0.00,0.00,38.91,0.00,50.12,29.67,0.00,45.14,20.60,5.13,13.73,99.86,46.84,49.13,0.00,0.00,2.47,20.60,2.54,9.74,0.00,0.00
Feb 2019,89.68,68.34,76.74,1.95,0.00,7.43,25.61,25.99,0.00,0.00,26.05,0.00,25.99,0.00,44.56,67.06,87.80,38.18,#DIV/0!,0.00,90.83,17.33,5.74,1.93,0.00,76.38,2.94,46.27,52.78,0.00,0.00,5.57,2.30,10.86,0.00,62.57,0.00,44.75,0.00,100.00,2.95,0.00,40.84,0.00,19.71,26.74,0.00,48.81,22.28,2.52,29.70,41.54,37.99,29.52,0.00,0.00,0.00,14.85,2.06,8.19,0.00,4.35
Mar 2019,80.55,95.35,70.36,0.00,0.00,0.00,86.11,13.62,0.00,0.00,11.94,0.00,51.07,0.00,40.85,61.48,34.50,56.89,#DIV/0!,0.00,94.80,27.24,0.00,19.44,0.00,88.89,2.70,42.42,59.91,1.22,0.00,7.66,0.00,3.98,0.00,67.50,1.08,20.51,0.00,53.93,5.41,31.82,27.24,0.00,54.22,63.75,0.00,52.22,6.81,3.24,40.85,45.70,40.64,92.02,0.00,0.00,0.00,20.43,0.63,6.44,0.00,1.99
Apr 2019,75.41,59.79,85.40,0.93,0.00,14.23,57.27,14.23,0.00,0.00,0.00,0.00,49.81,0.00,7.12,37.20,72.12,54.88,#DIV/0!,0.00,84.85,16.60,10.99,9.23,0.00,59.12,0.00,26.60,48.17,1.91,0.00,4.45,0.00,6.24,0.00,63.49,0.00,42.88,0.00,45.09,2.83,33.25,35.58,4.50,66.11,82.01,1.86,46.78,17.79,0.97,35.58,23.88,24.27,39.60,0.00,0.00,0.00,7.12,0.66,12.34,5.03,2.08
May 2019,77.29,82.76,68.95,0.00,0.00,6.67,46.03,16.68,0.00,0.00,81.91,3.05,50.04,0.00,60.05,76.11,67.62,55.74,#DIV/0!,0.00,73.40,11.12,0.00,8.66,0.00,55.43,0.00,41.57,45.16,1.20,0.00,4.17,0.00,3.90,3.05,66.14,0.00,40.20,0.00,79.28,5.30,31.18,42.26,0.00,66.41,38.45,1.16,21.93,6.67,3.63,33.36,59.71,56.89,79.56,0.00,0.00,2.40,20.02,1.23,7.36,0.00,11.73
Jun 2019,65.12,47.30,46.36,0.00,0.00,13.91,63.96,13.91,0.00,1.40,60.98,0.00,55.63,0.00,55.63,59.49,23.49,67.03,#DIV/0!,0.00,73.82,13.91,0.00,3.61,0.00,52.27,0.00,60.65,25.89,1.25,0.00,6.95,0.00,6.10,0.00,62.04,5.52,41.90,0.00,71.61,8.29,0.00,41.72,2.20,32.30,80.14,0.00,7.62,20.86,6.62,41.72,77.79,23.72,44.22,0.00,0.00,100.00,41.72,4.49,8.77,0.00,14.26
Jul 2019,68.36,35.19,58.63,0.00,0.00,20.30,15.56,23.68,0.00,0.00,35.59,0.00,47.36,0.00,47.36,73.95,34.28,100.00,#DIV/0!,0.00,71.82,27.06,0.00,7.02,0.00,58.88,5.36,84.30,50.37,1.21,0.00,5.07,4.19,1.98,1.55,53.65,5.37,40.76,2.65,42.87,2.69,31.61,34.95,0.00,31.42,29.24,0.59,29.65,10.15,4.60,27.06,75.68,40.38,48.40,0.00,0.00,4.86,0.00,2.50,11.73,0.00,3.96
Aug 2019,72.93,69.96,69.49,0.00,100.00,26.90,23.20,40.35,0.00,0.00,23.59,0.00,30.26,0.00,40.35,51.14,11.36,60.51,#DIV/0!,0.00,79.15,13.45,10.39,12.22,0.00,69.17,0.00,67.04,52.35,2.41,0.00,6.73,0.00,1.97,0.00,100.00,3.20,20.26,0.00,21.31,0.00,0.00,40.35,0.00,40.16,48.44,0.59,36.84,13.45,2.29,60.53,82.75,17.20,58.81,0.00,0.00,2.42,0.00,1.24,13.78,23.76,0.00
Sep 2019,69.42,99.29,42.48,0.88,4.75,20.12,53.97,33.53,0.00,100.00,47.05,0.00,43.59,0.00,53.65,82.87,22.66,94.82,#DIV/0!,0.00,76.35,15.65,0.00,3.48,0.00,82.25,2.66,16.71,61.28,1.80,0.00,5.03,0.00,0.00,0.00,76.46,0.00,40.41,0.00,69.06,2.67,0.00,43.59,2.12,71.21,62.80,0.59,29.39,13.41,3.65,20.12,90.03,62.90,37.32,0.00,0.00,0.00,46.95,2.48,6.34,9.48,1.96
Oct 2019,68.24,80.57,69.22,0.00,0.00,18.88,50.64,12.59,0.00,1.27,44.15,0.00,37.76,0.00,50.34,65.80,21.26,52.57,#DIV/0!,0.00,81.32,6.29,0.00,9.80,0.00,59.75,2.49,62.73,55.37,0.56,0.75,3.15,0.00,5.52,2.87,77.98,1.00,56.88,0.00,74.77,5.00,0.00,45.10,1.99,91.87,40.79,0.00,68.94,3.15,4.28,88.10,77.44,26.83,55.03,0.00,0.00,0.00,6.29,3.49,7.93,13.34,0.00
Nov 2019,85.57,76.02,45.86,0.00,2.32,13.10,30.13,26.21,8.07,1.32,0.00,0.00,36.03,0.00,32.76,59.16,22.13,54.73,#DIV/0!,0.00,87.69,17.47,0.00,6.80,0.00,64.79,2.59,89.80,70.95,0.59,0.00,9.01,0.00,1.92,0.00,58.45,2.08,39.47,0.00,51.89,2.60,0.00,33.85,2.07,73.90,56.62,0.00,71.77,16.38,4.01,39.31,73.29,50.27,67.70,0.00,0.00,0.00,26.21,2.42,8.26,9.26,3.84
Dec 2019,60.76,70.09,69.21,0.00,0.00,6.49,29.84,12.98,14.00,1.31,34.14,0.00,35.69,0.00,25.95,83.26,21.92,58.38,#DIV/0!,0.00,87.84,8.65,0.00,5.05,0.00,77.00,0.00,72.76,70.26,0.00,0.77,5.68,2.01,1.90,4.45,77.18,0.00,19.55,0.00,77.09,0.00,0.00,37.85,0.00,38.75,51.41,0.57,49.76,19.46,4.41,25.95,58.07,22.13,46.42,0.00,0.00,2.33,6.49,2.99,7.16,9.17,0.00
Jan 2020,50.27,69.25,63.88,0.00,4.38,6.18,14.21,18.54,100.00,1.25,21.68,0.00,34.00,0.00,61.82,49.94,20.88,75.48,#DIV/0!,1.92,83.69,8.24,0.00,0.00,0.00,78.25,4.90,7.70,56.48,0.00,0.00,5.41,0.00,1.81,2.82,82.73,0.98,0.00,3.63,39.17,4.91,0.00,35.03,1.95,45.12,53.43,5.40,47.40,12.36,4.20,74.18,96.81,47.43,49.14,0.00,0.00,2.22,12.36,0.57,8.77,87.34,0.00
Feb 2020,56.12,86.04,40.06,0.00,1.12,6.32,58.17,41.11,4.87,0.00,11.09,0.00,34.79,0.00,25.30,93.19,85.46,81.29,#DIV/0!,5.39,97.79,12.65,0.00,6.57,0.00,72.56,2.50,39.41,34.25,1.13,0.00,4.74,0.00,3.70,1.44,90.91,1.00,57.17,0.00,60.12,7.54,0.00,43.22,2.00,41.97,41.00,1.10,55.43,15.81,4.30,44.27,35.38,37.75,50.28,0.00,0.00,0.00,18.97,5.25,7.97,8.94,1.85
Mar 2020,47.90,62.21,46.27,0.00,0.98,16.66,38.30,13.88,1.71,1.12,19.48,0.00,41.65,0.00,49.98,63.34,18.76,67.80,#DIV/0!,100.00,70.48,20.36,0.00,2.88,0.00,65.90,0.00,48.43,60.13,1.00,0.00,13.88,3.44,0.00,1.27,85.32,0.88,33.46,0.00,35.19,0.00,0.00,49.98,0.00,58.95,43.99,0.00,36.50,13.88,3.77,22.21,24.85,23.67,35.31,8.36,0.00,0.00,5.55,3.59,7.88,7.85,3.25
Apr 2020,59.31,53.75,67.16,0.00,0.00,5.60,77.22,22.39,0.86,1.13,49.08,0.00,30.78,0.00,39.18,69.16,37.81,39.57,#DIV/0!,67.20,92.56,20.52,0.00,4.36,0.00,66.42,2.22,48.82,51.14,0.50,0.00,5.60,1.73,1.64,3.83,77.68,0.89,33.72,1.10,48.77,2.22,26.15,51.31,1.77,44.57,56.44,0.00,55.18,5.60,2.28,44.78,68.87,28.63,71.19,0.00,0.00,2.01,5.60,1.55,6.17,3.95,1.64
May 2020,72.45,62.14,49.92,0.00,0.00,27.74,0.00,22.19,0.00,0.00,68.10,0.00,44.38,15.82,55.47,34.27,56.21,46.34,#DIV/0!,16.97,88.33,18.49,8.57,2.88,0.00,70.22,0.00,48.38,43.18,0.99,0.00,6.24,0.00,1.62,0.00,65.99,0.00,16.71,1.09,30.76,2.20,25.92,59.17,0.00,58.89,83.90,0.48,66.85,13.87,3.02,38.83,93.08,52.02,22.05,0.00,0.00,1.99,16.64,2.05,6.99,7.84,3.25
Jun 2020,78.41,50.92,61.71,0.00,2.05,17.36,53.21,49.17,0.89,0.00,40.58,0.00,60.74,100.00,75.20,63.24,48.85,52.05,#DIV/0!,15.01,85.44,13.50,4.47,3.00,0.00,70.94,0.00,43.25,48.94,0.52,0.00,9.40,0.00,3.38,0.00,91.76,2.76,17.43,1.13,54.99,4.60,27.03,58.81,0.00,69.10,100.00,0.00,50.70,11.57,3.54,46.28,32.36,49.32,32.19,17.42,0.00,0.00,40.49,2.14,12.76,4.09,100.00
Jul 2020,58.33,59.19,80.87,0.00,0.00,17.75,61.23,5.92,0.00,0.00,31.13,0.00,56.21,4.75,23.67,53.43,59.96,60.84,#DIV/0!,12.37,86.03,21.70,0.00,3.07,0.00,65.54,2.34,44.24,44.05,1.59,0.00,8.88,0.00,10.38,1.35,64.52,0.94,17.83,1.16,46.87,4.70,82.94,62.13,0.00,23.56,76.71,0.52,38.89,26.63,2.41,29.59,46.33,65.59,32.93,8.91,0.00,0.00,23.67,0.55,7.46,0.00,24.27
Aug 2020,56.91,52.12,69.07,0.00,1.05,17.76,68.07,23.68,0.91,0.00,10.38,100.00,59.21,4.75,59.21,61.90,100.00,53.27,#DIV/0!,8.94,81.07,27.63,0.00,6.15,0.00,81.98,0.00,29.51,30.05,1.59,0.00,3.70,0.00,5.19,4.06,93.91,0.00,35.67,2.32,65.66,2.35,0.00,60.19,0.00,47.14,72.49,0.00,19.46,14.80,4.83,41.44,86.10,55.53,65.89,0.00,0.00,0.00,17.76,3.83,10.26,20.91,3.47
Sep 2020,69.71,92.39,44.26,0.00,1.02,11.55,53.10,34.64,0.00,0.00,10.12,0.00,20.20,2.06,51.95,65.85,48.75,22.26,#DIV/0!,10.06,89.26,30.79,0.00,3.00,0.00,66.23,0.00,50.35,37.12,1.55,0.00,5.05,0.00,3.38,2.64,60.09,0.92,69.57,0.00,68.59,0.00,0.00,70.24,3.65,42.14,58.21,0.00,50.59,17.32,4.32,63.50,51.66,54.14,68.84,8.69,0.00,0.00,17.32,1.60,6.37,97.88,5.07
Oct 2020,47.15,69.38,61.79,0.00,1.06,0.00,20.62,35.88,0.00,0.00,41.94,2.73,38.87,2.13,53.81,79.57,30.30,49.95,#DIV/0!,6.02,79.57,17.94,9.24,3.10,0.00,35.48,0.00,22.35,44.52,0.54,0.00,3.74,0.00,1.75,0.00,80.02,2.85,36.03,0.00,66.31,2.38,27.94,58.80,1.89,63.48,73.21,0.00,26.20,20.93,2.84,47.83,53.51,61.18,66.55,0.00,0.00,0.00,11.96,1.10,14.14,21.12,5.26
Nov 2020,58.93,66.24,71.53,0.00,1.09,18.39,35.25,9.20,1.89,0.00,10.75,2.80,33.72,1.09,55.18,49.54,51.78,74.87,#DIV/0!,4.75,87.25,36.79,4.74,6.36,0.00,80.04,2.43,45.84,45.65,1.10,0.00,6.90,1.90,7.17,0.00,51.66,3.90,36.94,0.00,58.28,2.44,0.00,65.40,0.00,61.03,39.75,0.00,20.15,12.26,1.67,30.66,54.87,26.14,58.49,55.40,0.00,0.00,18.39,1.13,12.56,12.99,3.59
Dec 2020,51.84,59.41,47.44,0.00,0.00,6.19,64.02,21.66,0.95,0.00,10.85,0.00,55.69,0.55,30.94,61.75,20.90,55.67,#DIV/0!,7.19,89.48,22.69,0.00,3.21,0.00,73.43,0.00,46.26,60.72,1.11,0.00,5.41,0.00,1.81,0.00,76.67,0.00,55.92,0.00,29.41,0.00,0.00,45.37,0.00,61.58,66.85,0.00,27.11,6.19,0.00,49.50,48.45,52.75,39.35,55.90,0.00,0.00,12.37,1.14,10.73,4.37,3.63
Jan 2021,47.61,86.96,50.31,0.00,1.07,12.07,97.17,30.19,0.00,0.00,21.18,0.00,48.30,1.61,42.26,51.65,20.39,54.32,#DIV/0!,7.95,92.42,14.09,0.00,6.27,0.00,83.59,0.00,37.61,22.47,1.08,0.00,7.55,0.00,1.77,5.51,86.78,0.00,54.57,0.00,23.91,4.80,0.00,56.35,1.91,40.06,65.23,0.00,46.30,9.06,1.64,66.41,60.78,30.88,47.99,100.00,0.00,2.17,18.11,0.56,6.66,0.00,3.54
Feb 2021,58.91,79.70,57.54,0.00,1.18,19.92,83.97,13.28,1.02,0.00,0.00,0.00,63.08,1.18,46.48,59.96,22.43,51.20,#DIV/0!,2.31,85.29,42.05,0.00,5.17,0.00,84.05,0.00,33.09,42.69,2.38,0.00,5.81,2.06,3.88,1.52,62.53,0.00,60.01,0.00,26.30,2.64,31.02,66.40,4.20,52.87,62.17,0.58,29.10,23.24,3.61,46.48,89.13,28.31,73.89,49.99,0.00,0.00,39.84,1.23,58.60,0.00,15.56
Mar 2021,50.41,95.87,50.65,0.00,3.10,29.22,40.31,17.53,0.00,0.00,51.24,8.00,55.52,2.08,70.13,66.66,69.09,45.07,#DIV/0!,2.72,79.57,37.01,0.00,3.03,0.00,67.04,0.00,65.54,41.53,1.05,0.00,5.84,1.81,5.13,1.33,89.79,1.86,0.00,1.14,69.43,0.00,0.00,53.57,1.85,23.27,54.72,0.51,57.62,2.92,2.78,75.97,45.76,29.90,55.75,8.80,0.00,0.00,11.69,2.16,11.97,0.00,8.56
Apr 2021,62.50,76.72,55.67,0.00,0.00,18.56,21.33,12.37,0.00,0.00,43.39,0.00,40.20,1.10,55.67,88.19,41.79,55.65,#DIV/0!,5.75,95.16,41.23,0.00,0.00,0.00,85.64,0.00,53.95,27.21,0.00,0.00,34.02,0.00,0.00,2.82,95.04,2.95,55.90,2.42,39.19,4.92,0.00,68.04,0.00,61.56,44.55,0.54,13.55,9.28,1.68,80.41,76.11,63.28,68.84,55.88,0.00,0.00,6.19,0.57,12.67,0.00,0.00
May 2021,0.00,40.01,100.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,95.05,0.00,64.27,#DIV/0!,7.75,100.00,100.00,0.00,0.00,0.00,39.56,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,6.80,100.00,0.00,0.00,79.50,0.00,0.00,0.00,100.00,9.23,15.76,0.00,0.00
