month,Addiction,ADHD,Alcoholism,Aleppo,Amazon rainforest,Anger management,Anorexia,Anxiety,Australia fires,Bahamas,Bees,Beirut,Bipolar,Black Lives Matter,BPD,Breakup,Bulimia,Cancer,Climate change,Coronavirus,Depression,Eating disorder,Flint Michigan,Flood,Fort McMurray,Grief,Haiti,Hoarding,Homelessness,Houston,Hurricane Harvey,India,Kerala,Las Vegas,Louisiana,Mental illness,Migrant children,Narcissism,Nepal,OCD,Orlando,Palestine,Panic attack,Paris,Poverty,PTSD,Puerto Rico,Quitting smoking,Rape,Refugee,Schizophrenia,Seizure,Self harm,Self-esteem,"Shortness of breath, covid",Standing Rock,Sudan,Suicidal ideation,Syria,Texas,Wildfire,Yemen
Oct 2018,8.83,9.09,9.63,0.00,0.00,1.34,1.34,1.34,0.00,0.00,1.07,0.00,3.74,0.00,1.07,4.28,1.60,2.94,0.00,0.00,43.06,1.87,0.00,0.53,0.00,6.95,0.00,1.34,4.55,0.53,0.00,1.34,0.00,0.27,0.27,6.42,0.53,0.27,0.00,2.14,0.00,0.80,12.04,0.53,3.74,3.21,0.53,0.80,1.87,1.87,1.87,1.07,1.34,2.41,0.00,0.00,0.00,0.00,1.34,2.94,0.00,3.74
Nov 2018,11.24,7.40,7.95,0.27,0.27,0.55,2.74,1.10,0.00,0.00,0.27,0.00,3.29,0.00,2.19,6.85,0.55,3.29,0.00,0.00,43.31,1.64,0.55,0.82,0.00,4.93,0.00,1.64,7.40,1.37,0.00,1.92,0.27,0.27,0.00,5.48,0.00,0.55,0.00,1.64,0.55,0.27,9.87,0.27,3.29,4.93,0.00,1.92,1.37,1.64,1.92,1.64,1.92,2.74,0.00,0.00,0.00,0.55,1.10,0.82,5.48,3.02
Dec 2018,9.16,5.00,6.39,0.00,0.00,0.00,1.39,1.94,0.00,0.00,0.28,0.00,4.17,0.00,1.39,3.33,0.00,3.61,0.00,0.00,38.60,1.67,0.28,0.00,0.00,5.55,0.00,2.78,8.33,0.00,0.00,0.56,0.00,0.56,0.28,4.44,0.56,0.56,0.00,2.22,0.28,0.00,9.16,0.28,1.94,3.61,0.00,1.11,1.11,1.94,1.11,1.94,1.11,2.50,0.00,0.00,0.28,0.83,0.83,1.94,0.83,2.78
Jan 2019,11.17,7.98,8.78,0.00,0.00,0.27,1.86,1.86,0.00,0.00,0.27,0.00,2.66,0.00,1.86,5.58,1.06,2.39,0.00,0.00,47.87,0.53,0.00,0.27,0.00,5.32,0.00,1.33,7.98,0.80,0.00,1.06,0.00,0.80,0.53,5.85,0.27,0.27,0.27,1.33,0.00,0.00,9.04,0.00,2.93,1.60,0.00,1.60,1.60,2.93,0.53,3.46,2.13,2.39,0.00,0.00,0.27,0.80,1.06,2.39,0.00,0.00
Feb 2019,14.09,6.61,8.92,0.58,0.00,0.29,0.86,2.01,0.00,0.00,0.58,0.00,2.01,0.00,1.73,5.46,2.01,2.30,0.00,0.00,45.73,2.01,0.29,0.29,0.00,7.48,0.29,1.44,6.04,0.00,0.00,1.73,0.29,1.44,0.00,4.89,0.00,0.58,0.00,4.89,0.29,0.00,9.49,0.00,1.15,1.44,0.00,1.73,1.73,1.44,1.15,1.44,1.73,1.44,0.00,0.00,0.00,0.58,0.86,2.01,0.00,0.58
Mar 2019,12.66,9.23,8.17,0.00,0.00,0.00,2.90,1.05,0.00,0.00,0.26,0.00,3.96,0.00,1.58,5.01,0.79,3.43,0.00,0.00,47.73,3.16,0.00,2.90,0.00,8.70,0.26,1.32,6.86,0.53,0.00,2.37,0.00,0.53,0.00,5.27,0.26,0.26,0.00,2.64,0.53,0.26,6.33,0.00,3.16,3.43,0.00,1.85,0.53,1.85,1.58,1.58,1.85,4.48,0.00,0.00,0.00,0.79,0.26,1.58,0.00,0.26
Apr 2019,11.85,5.79,9.92,0.28,0.00,0.55,1.93,1.10,0.00,0.00,0.00,0.00,3.86,0.00,0.28,3.03,1.65,3.31,0.00,0.00,42.72,1.93,0.55,1.38,0.00,5.79,0.00,0.83,5.51,0.83,0.00,1.38,0.00,0.83,0.00,4.96,0.00,0.55,0.00,2.20,0.28,0.28,8.27,0.55,3.86,4.41,0.83,1.65,1.38,0.55,1.38,0.83,1.10,1.93,0.00,0.00,0.00,0.28,0.28,3.03,0.28,0.28
May 2019,12.15,8.01,8.01,0.00,0.00,0.26,1.55,1.29,0.00,0.00,1.81,0.26,3.88,0.00,2.33,6.20,1.55,3.36,0.00,0.00,36.95,1.29,0.00,1.29,0.00,5.43,0.00,1.29,5.17,0.52,0.00,1.29,0.00,0.52,0.52,5.17,0.00,0.52,0.00,3.88,0.52,0.26,9.82,0.00,3.88,2.07,0.52,0.78,0.52,2.07,1.29,2.07,2.58,3.88,0.00,0.00,0.26,0.78,0.52,1.81,0.00,1.55
Jun 2019,10.23,4.58,5.39,0.00,0.00,0.54,2.15,1.08,0.00,0.27,1.35,0.00,4.31,0.00,2.15,4.85,0.54,4.04,0.00,0.00,37.16,1.62,0.00,0.54,0.00,5.12,0.00,1.89,2.96,0.54,0.00,2.15,0.00,0.81,0.00,4.85,1.35,0.54,0.00,3.50,0.81,0.00,9.70,0.27,1.89,4.31,0.00,0.27,1.62,3.77,1.62,2.69,1.08,2.15,0.00,0.00,10.77,1.62,1.89,2.15,0.00,1.89
Jul 2019,10.74,3.41,6.81,0.00,0.00,0.79,0.52,1.83,0.00,0.00,0.79,0.00,3.67,0.00,1.83,6.03,0.79,6.03,0.00,0.00,36.16,3.14,0.00,1.05,0.00,5.76,0.52,2.62,5.76,0.52,0.00,1.57,0.52,0.26,0.26,4.19,1.31,0.52,0.52,2.10,0.26,0.26,8.12,0.00,1.83,1.57,0.26,1.05,0.79,2.62,1.05,2.62,1.83,2.36,0.00,0.00,0.52,0.00,1.05,2.88,0.00,0.52
Aug 2019,11.46,6.77,8.07,0.00,21.88,1.04,0.78,3.13,0.00,0.00,0.52,0.00,2.34,0.00,1.56,4.17,0.26,3.65,0.00,0.00,39.85,1.56,0.52,1.82,0.00,6.77,0.00,2.08,5.99,1.04,0.00,2.08,0.00,0.26,0.00,7.81,0.78,0.26,0.00,1.04,0.00,0.00,9.38,0.00,2.34,2.60,0.26,1.30,1.04,1.30,2.34,2.86,0.78,2.86,0.00,0.00,0.26,0.00,0.52,3.39,1.30,0.00
Sep 2019,10.91,9.61,4.94,0.26,1.04,0.78,1.82,2.60,0.00,19.22,1.04,0.00,3.38,0.00,2.08,6.75,0.52,5.71,0.00,0.00,38.44,1.82,0.00,0.52,0.00,8.05,0.26,0.52,7.01,0.78,0.00,1.56,0.00,0.00,0.00,5.97,0.00,0.52,0.00,3.38,0.26,0.00,10.13,0.26,4.16,3.38,0.26,1.04,1.04,2.08,0.78,3.12,2.86,1.82,0.00,0.00,0.00,1.82,1.04,1.56,0.52,0.26
Oct 2019,10.72,7.80,8.04,0.00,0.00,0.73,1.71,0.97,0.00,0.24,0.97,0.00,2.92,0.00,1.95,5.36,0.49,3.17,0.00,0.00,40.94,0.73,0.00,1.46,0.00,5.85,0.24,1.95,6.34,0.24,0.24,0.97,0.00,0.73,0.49,6.09,0.24,0.73,0.00,3.66,0.49,0.00,10.48,0.24,5.36,2.19,0.00,2.44,0.24,2.44,3.41,2.68,1.22,2.68,0.00,0.00,0.00,0.24,1.46,1.95,0.73,0.00
Nov 2019,13.45,7.36,5.33,0.00,0.51,0.51,1.01,2.03,2.03,0.25,0.00,0.00,2.79,0.00,1.27,4.82,0.51,3.30,0.00,0.00,44.15,2.03,0.00,1.01,0.00,6.34,0.25,2.79,8.12,0.25,0.00,2.79,0.00,0.25,0.00,4.57,0.51,0.51,0.00,2.54,0.25,0.00,7.87,0.25,4.31,3.04,0.00,2.54,1.27,2.28,1.52,2.54,2.28,3.30,0.00,0.00,0.00,1.01,1.01,2.03,0.51,0.51
Dec 2019,9.55,6.78,8.04,0.00,0.00,0.25,1.01,1.01,3.52,0.25,0.75,0.00,2.76,0.00,1.01,6.78,0.50,3.52,0.00,0.00,44.23,1.01,0.00,0.75,0.00,7.54,0.00,2.26,8.04,0.00,0.25,1.76,0.25,0.25,0.75,6.03,0.00,0.25,0.00,3.77,0.00,0.00,8.79,0.00,2.26,2.76,0.25,1.76,1.51,2.51,1.01,2.01,1.01,2.26,0.00,0.00,0.25,0.25,1.26,1.76,0.50,0.00
Jan 2020,7.90,6.70,7.42,0.00,0.96,0.24,0.48,1.44,25.14,0.24,0.48,0.00,2.63,0.00,2.39,4.07,0.48,4.55,0.00,1.92,42.13,0.96,0.00,0.00,0.00,7.66,0.48,0.24,6.46,0.00,0.00,1.68,0.00,0.24,0.48,6.46,0.24,0.00,0.72,1.92,0.48,0.00,8.14,0.24,2.63,2.87,2.39,1.68,0.96,2.39,2.87,3.35,2.15,2.39,0.00,0.00,0.24,0.48,0.24,2.15,4.79,0.00
Feb 2020,8.82,8.33,4.65,0.00,0.24,0.24,1.96,3.18,1.22,0.00,0.24,0.00,2.69,0.00,0.98,7.59,1.96,4.90,0.00,5.39,49.24,1.47,0.00,0.98,0.00,7.10,0.24,1.22,3.92,0.49,0.00,1.47,0.00,0.49,0.24,7.10,0.24,0.73,0.00,2.94,0.73,0.00,10.04,0.24,2.45,2.20,0.49,1.96,1.22,2.45,1.71,1.22,1.71,2.45,0.00,0.00,0.00,0.73,2.20,1.96,0.49,0.24
Mar 2020,7.53,6.02,5.38,0.00,0.22,0.65,1.29,1.08,0.43,0.22,0.43,0.00,3.23,0.00,1.94,5.16,0.43,4.09,0.00,100.00,35.48,2.37,0.00,0.43,0.00,6.45,0.00,1.51,6.88,0.43,0.00,4.30,0.43,0.00,0.22,6.67,0.22,0.43,0.00,1.72,0.00,0.00,11.61,0.00,3.44,2.37,0.00,1.29,1.08,2.15,0.86,0.86,1.08,1.72,0.22,0.00,0.00,0.22,1.51,1.94,0.43,0.43
Apr 2020,9.32,5.20,7.80,0.00,0.00,0.22,2.60,1.73,0.22,0.22,1.08,0.00,2.38,0.00,1.52,5.64,0.87,2.38,0.00,67.20,46.60,2.38,0.00,0.65,0.00,6.50,0.22,1.52,5.85,0.22,0.00,1.73,0.22,0.22,0.65,6.07,0.22,0.43,0.22,2.38,0.22,0.22,11.92,0.22,2.60,3.03,0.00,1.95,0.43,1.30,1.73,2.38,1.30,3.47,0.00,0.00,0.22,0.22,0.65,1.52,0.22,0.22
May 2020,11.39,6.02,5.80,0.00,0.00,1.07,0.00,1.72,0.00,0.00,1.50,0.00,3.44,6.87,2.15,2.79,1.29,2.79,0.00,16.97,44.47,2.15,0.43,0.43,0.00,6.87,0.00,1.50,4.94,0.43,0.00,1.93,0.00,0.21,0.00,5.16,0.00,0.21,0.21,1.50,0.21,0.21,13.75,0.00,3.44,4.51,0.21,2.36,1.07,1.72,1.50,3.22,2.36,1.07,0.00,0.00,0.21,0.64,0.86,1.72,0.43,0.43
Jun 2020,12.32,4.93,7.17,0.00,0.45,0.67,1.79,3.81,0.22,0.00,0.90,0.00,4.70,43.46,2.91,5.15,1.12,3.14,0.00,15.01,43.02,1.57,0.22,0.45,0.00,6.95,0.00,1.34,5.60,0.22,0.00,2.91,0.00,0.45,0.00,7.17,0.67,0.22,0.22,2.69,0.45,0.22,13.67,0.00,4.03,5.38,0.00,1.79,0.90,2.02,1.79,1.12,2.24,1.57,0.45,0.00,0.00,1.57,0.90,3.14,0.22,13.22
Jul 2020,9.17,5.73,9.40,0.00,0.00,0.69,2.06,0.46,0.00,0.00,0.69,0.00,4.35,2.06,0.92,4.35,1.37,3.67,0.00,12.37,43.31,2.52,0.00,0.46,0.00,6.42,0.23,1.37,5.04,0.69,0.00,2.75,0.00,1.37,0.23,5.04,0.23,0.23,0.23,2.29,0.46,0.69,14.44,0.00,1.37,4.12,0.23,1.37,2.06,1.37,1.15,1.60,2.98,1.60,0.23,0.00,0.00,0.92,0.23,1.83,0.00,3.21
Aug 2020,8.94,5.04,8.03,0.00,0.23,0.69,2.29,1.83,0.23,0.00,0.23,8.48,4.59,2.06,2.29,5.04,2.29,3.21,0.00,8.94,40.81,3.21,0.00,0.92,0.00,8.03,0.00,0.92,3.44,0.69,0.00,1.15,0.00,0.69,0.69,7.34,0.00,0.46,0.46,3.21,0.23,0.00,13.99,0.00,2.75,3.90,0.00,0.69,1.15,2.75,1.61,2.98,2.52,3.21,0.00,0.00,0.00,0.69,1.61,2.52,1.15,0.46
Sep 2020,10.95,8.94,5.14,0.00,0.22,0.45,1.79,2.68,0.00,0.00,0.22,0.00,1.56,0.89,2.01,5.37,1.12,1.34,0.00,10.06,44.94,3.58,0.00,0.45,0.00,6.48,0.00,1.56,4.25,0.67,0.00,1.56,0.00,0.45,0.45,4.69,0.22,0.89,0.00,3.35,0.00,0.00,16.32,0.45,2.46,3.13,0.00,1.79,1.34,2.46,2.46,1.79,2.46,3.35,0.22,0.00,0.00,0.67,0.67,1.56,5.37,0.67
Oct 2020,7.41,6.72,7.18,0.00,0.23,0.00,0.69,2.78,0.00,0.00,0.93,0.23,3.01,0.93,2.08,6.48,0.69,3.01,0.00,6.02,40.06,2.08,0.46,0.46,0.00,3.47,0.00,0.69,5.09,0.23,0.00,1.16,0.00,0.23,0.00,6.25,0.69,0.46,0.00,3.24,0.23,0.23,13.66,0.23,3.71,3.94,0.00,0.93,1.62,1.62,1.85,1.85,2.78,3.24,0.00,0.00,0.00,0.46,0.46,3.47,1.16,0.69
Nov 2020,9.26,6.41,8.31,0.00,0.24,0.71,1.19,0.71,0.47,0.00,0.24,0.24,2.61,0.47,2.14,4.04,1.19,4.51,0.00,4.75,43.93,4.27,0.24,0.95,0.00,7.84,0.24,1.42,5.22,0.47,0.00,2.14,0.24,0.95,0.00,4.04,0.95,0.47,0.00,2.85,0.24,0.00,15.20,0.00,3.56,2.14,0.00,0.71,0.95,0.95,1.19,1.90,1.19,2.85,1.42,0.00,0.00,0.71,0.47,3.09,0.71,0.47
Dec 2020,8.15,5.75,5.51,0.00,0.00,0.24,2.16,1.68,0.24,0.00,0.24,0.00,4.31,0.24,1.20,5.03,0.48,3.35,0.00,7.19,45.05,2.64,0.00,0.48,0.00,7.19,0.00,1.44,6.95,0.48,0.00,1.68,0.00,0.24,0.00,5.99,0.00,0.72,0.00,1.44,0.00,0.00,10.54,0.00,3.59,3.59,0.00,0.96,0.48,0.00,1.92,1.68,2.40,1.92,1.44,0.00,0.00,0.48,0.48,2.64,0.24,0.48
Jan 2021,7.48,8.42,5.85,0.00,0.23,0.47,3.27,2.34,0.00,0.00,0.47,0.00,3.74,0.70,1.64,4.21,0.47,3.27,0.00,7.95,46.53,1.64,0.00,0.94,0.00,8.18,0.00,1.17,2.57,0.47,0.00,2.34,0.00,0.23,0.94,6.78,0.00,0.70,0.00,1.17,0.47,0.00,13.09,0.23,2.34,3.51,0.00,1.64,0.70,0.94,2.57,2.10,1.40,2.34,2.57,0.00,0.23,0.70,0.23,1.64,0.00,0.47
Feb 2021,9.26,7.71,6.69,0.00,0.26,0.77,2.83,1.03,0.26,0.00,0.00,0.00,4.89,0.51,1.80,4.89,0.51,3.09,0.00,2.31,42.94,4.89,0.00,0.77,0.00,8.23,0.00,1.03,4.89,1.03,0.00,1.80,0.26,0.51,0.26,4.89,0.00,0.77,0.00,1.29,0.26,0.26,15.43,0.51,3.09,3.34,0.26,1.03,1.80,2.06,1.80,3.09,1.29,3.60,1.29,0.00,0.00,1.54,0.51,14.40,0.00,2.06
Mar 2021,7.92,9.28,5.88,0.00,0.68,1.13,1.36,1.36,0.00,0.00,1.13,0.68,4.30,0.91,2.72,5.43,1.58,2.72,0.00,2.72,40.06,4.30,0.00,0.45,0.00,6.56,0.00,2.04,4.75,0.45,0.00,1.81,0.23,0.68,0.23,7.02,0.45,0.00,0.23,3.39,0.00,0.00,12.45,0.23,1.36,2.94,0.23,2.04,0.23,1.58,2.94,1.58,1.36,2.72,0.23,0.00,0.00,0.45,0.91,2.94,0.00,1.13
Apr 2021,9.82,7.43,6.47,0.00,0.00,0.72,0.72,0.96,0.00,0.00,0.96,0.00,3.11,0.48,2.16,7.19,0.96,3.35,0.00,5.75,47.91,4.79,0.00,0.00,0.00,8.38,0.00,1.68,3.11,0.00,0.00,10.54,0.00,0.00,0.48,7.43,0.72,0.72,0.48,1.92,0.48,0.00,15.81,0.00,3.59,2.40,0.24,0.48,0.72,0.96,3.11,2.63,2.87,3.35,1.44,0.00,0.00,0.24,0.24,3.11,0.00,0.00
May 2021,0.00,3.87,11.62,0.00,0.00,3.87,0.00,7.75,0.00,0.00,0.00,0.00,7.75,0.00,3.87,7.75,0.00,3.87,0.00,7.75,50.35,11.62,0.00,0.00,0.00,3.87,0.00,0.00,0.00,0.00,0.00,30.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.24,0.00,0.00,0.00,0.00,0.00,7.75,3.87,3.87,0.00,0.00,3.87,0.00,0.00,0.00,3.87,3.87,3.87,0.00,0.00
